lat,lon,time,Total,Transformative,Incremental
47.70054245,-115.0741882,1,0.0140625,0.0125,0.0015625
47.70054245,-114.8046951,1,0.025654186,0.014023244,0.011630941
47.70054245,-114.535202,1,0.08609634,0.05480516,0.03129118
47.70054245,-114.2657013,1,0.06677752,0.019731969,0.047045555
47.70054245,-112.648735,1,0.23112087,0.05620089,0.17491998
47.70054245,-112.3792419,1,0.18329391,0.04615848,0.13713543
47.70054245,-112.1097488,1,0.19823782,0.059765298,0.13847253
47.70054245,-111.8402557,1,0.1731051,0.032473903,0.1406312
47.70054245,-111.570755,1,0.19968392,0.038710285,0.16097364
47.70054245,-111.3012619,1,0.2207285,0.022814766,0.19791374
47.70054245,-111.0317688,1,0.18566501,0.035753705,0.14991131
47.70054245,-110.7622757,1,0.28024626,0.083525054,0.1967212
47.70054245,-110.4927826,1,0.2560636,0.072080135,0.18398349
47.70054245,-110.2232819,1,0.2921986,0.060088642,0.23210995
47.70054245,-109.9537888,1,0.14009805,0.019017348,0.121080704
47.70054245,-109.6842957,1,0.23779273,0.082755126,0.15503761
47.70054245,-109.4148026,1,0.3240892,0.06560439,0.2584848
47.70054245,-109.1453094,1,0.28266212,0.112662114,0.17
47.70054245,-108.8758087,1,0.016983695,0.012907608,0.004076087
